"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","female","male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,3,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hoplitis ","acuticornis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium plantagineum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Xylocopa","violacea",NA,"Portugal","Estremadura","Lisboa"," 38.757072°"," -9.153233°","<10m",2020,"junho",30,NA,NA,"Carla Rego","Carla Rego",0,0,0,2,NA,"Polygala",NA,"Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851414°","-17.156008°","<500m",2017,"abril",10,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Echium nervosum","2gether","Carla Rego","Direct observation and photographed"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",10,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Carla Rego","Direct observation and photographed"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Galactites tomentosa","2gether","Carla Rego","Direct observation and photographed"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Rapistrum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Echium nervosum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Porto Moniz"," 32.867725°","-17.166202°","<25m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,2,NA,"Lotus glaucus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Ribeira da Janela"," 32.848262°","-17.152722°","<50m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Ulex europaeus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.848262°","-17.152722°","<50m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Cytisus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.848262°","-17.152722°","<50m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,3,NA,"Vicia","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.848262°","-17.152722°","<50m",2017,"abril",23,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Ageratina adenophora","2gether","Carla Rego","Direct observation and photographed"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",24,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",24,NA,NA,"Carla Rego","Carla Rego",0,0,7,0,NA,"Echium nervosum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",24,NA,NA,"Carla Rego","Carla Rego",2,0,0,4,NA,"Echium nervosum","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",24,NA,NA,"Carla Rego","Carla Rego",0,0,4,0,NA,"Aptenia","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",24,NA,NA,"Carla Rego","Carla Rego",0,0,0,2,NA,"Vicia","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",18,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Tropaeolum majus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Seixal"," 32.814665°","-17.092694°","<25m",2017,"abril",26,NA,NA,"Carla Rego","Carla Rego",0,0,0,4,NA,"Echium nervosum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Ribeira Brava"," 32.669409°","-17.063511°","<25m",2017,"abril",12,NA,NA,"Carla Rego","Carla Rego",1,0,0,0,NA,"Opuntia","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira Brava"," 32.669409°","-17.063511°","<25m",2017,"abril",12,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira Brava"," 32.669409°","-17.063511°","<25m",2017,"abril",12,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Euphorbia piscatoria","2gether","Carla Rego","Direct observation and photographed"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"abril",17,NA,NA,"Carla Rego","Carla Rego",0,0,0,1,NA,NA,"2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"abril",21,NA,NA,"Carla Rego","Carla Rego",0,0,0,2,NA,"Silene uniflora","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Globularia salicina","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Tropaeolum majus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,3,0,NA,"Betuminaria betuminosa","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,2,0,NA,"Stachys","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Echium plantagineum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Stachys","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Achyrantes aspera","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"maio",10,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Lotus glaucus","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"maio",12,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Globularia salicina","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Tropaeolum majus","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,4,0,NA,"Rubus","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,2,0,NA,"Ageratina adenophora","2gether","Carla Rego","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Betuminaria betuminosa","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Canna limbata","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Crinum","2gether","Carla Rego","Direct observation and photographed"
"Lasioglossum","villosulum",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,4,0,NA,"Petroselinum","2gether","Carla Rego","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego","Carla Rego",0,0,1,0,NA,"Abelia","2gether","Carla Rego","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Funchal"," 32.661848°","-16.895185°","<50m",2019,"março",21,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,1,0,NA,"Convolvulus","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.746763°","-16.719689°","<50m",2019,"março",17,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,2,0,NA,"Lotus glaucus","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ponta de São Lourenço"," 32.746763°","-16.719689°","<50m",2019,"março",17,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,0,3,NA,"Lotus glaucus","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Apis ","mellifera",NA,"Portugal","Madeira","Ribeiro Frio"," 32.734057°","-16.886545°","<50m",2019,"junho",6,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,0,3,NA,"Geranium palmatum","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeiro Frio"," 32.734057°","-16.886545°","<50m",2019,"junho",6,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,0,6,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Apis ","mellifera",NA,"Portugal","Madeira","Ribeiro Frio"," 32.734057°","-16.886545°","<50m",2019,"junho",6,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,3,0,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Funchal"," 32.701024°","-16.902620°","<50m",2019,"junho",8,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",2,0,6,0,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Funchal"," 32.701024°","-16.902620°","<50m",2019,"junho",8,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,2,0,NA,"Sonchus fruticosus","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Funchal"," 32.701024°","-16.902620°","<50m",2019,"junho",8,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",1,0,3,0,NA,"Argyranthemum pinnatifidum","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Apis","mellifera",NA,"Portugal","Madeira","Funchal"," 32.701024°","-16.902620°","<50m",2019,"junho",8,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,4,0,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","terrestris",NA,"Portugal","Madeira","Arieiro"," 32.733188°","-16.929266°","<50m",2019,"junho",9,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",6,0,0,5,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Bombus","ruderatus",NA,"Portugal","Madeira","Arieiro"," 32.733188°","-16.929266°","<50m",2019,"junho",9,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",2,0,6,0,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Arieiro"," 32.733188°","-16.929266°","<50m",2019,"junho",9,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",1,0,0,0,NA,"Echium candicans","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Hylaeus","signatus",NA,"Portugal","Madeira","Arieiro"," 32.733188°","-16.929266°","<50m",2019,"junho",9,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,1,0,0,NA,NA,"2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Apis ","mellifera",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.746763°","-16.719689°","<50m",2019,"junho",14,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",0,0,2,0,NA,"Lotus glaucus","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Arieiro"," 32.733188°","-16.929266°","<50m",2019,"junho",15,NA,NA,"Mário Boieiro e Fabiana Esposito","Mário Boieiro e Fabiana Esposito",1,0,0,0,NA,"Galactites tomentosa","2gether","Mário Boieiro e Fabiana Esposito","Direct observation and photographed"
